customer_id,recency,frequency,monetary_value,CLTV,segment,lifetime_days
USER_001296,9,5,1387.25,2774.5,Potential regulars,327
USER_001297,12,9,2665.92,5331.78,Potential regulars,335
USER_001298,91,4,920.52,4142.34,Inactive,67
USER_001299,13,6,1970.23,7880.88,Potential regulars,166
USER_001300,127,8,2441.77,5493.96,Inactive,195
USER_001301,133,11,3123.41,6814.8,Inactive,201
USER_001302,9,8,1818.3,4091.22,Potential regulars,315
USER_001303,11,3,534.07,2136.24,Potential regulars,170
USER_001304,7,9,3040.15,6755.8,Potential regulars,306
USER_001305,15,7,1487.35,3399.68,Potential regulars,318
USER_001306,80,6,1396.63,3258.78,At Risk,234
USER_001307,13,14,5266.68,11285.7,Potential regulars,322
USER_001308,93,8,2443.13,5497.02,Inactive,238
USER_001309,114,7,1747.04,3993.28,Inactive,207
USER_001310,103,4,1698.98,5096.88,Inactive,157
USER_001311,27,4,1117.95,2235.92,Inactive,308
USER_001312,96,7,1314.85,2629.76,Inactive,261
USER_001313,164,4,899.74,2249.4,Inactive,151
USER_001314,39,4,1130.64,2261.28,Inactive,304
USER_001315,39,10,2311.72,5085.74,At Risk,301
USER_001316,55,6,1707.21,3983.42,At Risk,239
USER_001317,27,8,2882.49,5764.96,At Risk,333
USER_001318,64,10,2264.05,4981.02,At Risk,271
USER_001319,63,5,958.07,2682.54,At Risk,208
USER_001320,35,4,662.88,1657.2,At Risk,255
USER_001321,31,13,2912.79,6273.68,At Risk,308
USER_001322,16,7,2483.26,7804.5,Potential regulars,211
USER_001323,52,8,2594.19,5188.32,At Risk,314
USER_001324,16,4,975.54,2926.68,Potential regulars,225
USER_001325,30,6,2002.26,4004.52,At Risk,319
USER_001326,35,7,1495.21,5126.4,At Risk,183
USER_001327,7,7,2587.48,11828.48,Potential regulars,149
USER_001328,211,1,99.26,198.52,Inactive,1
USER_001329,15,3,948.92,2530.48,Potential regulars,282
USER_001330,48,3,535.72,1071.42,Inactive,269
USER_001331,41,11,2592.35,5656.08,At Risk,283
USER_001332,133,2,366.19,732.4,Inactive,77
USER_001333,119,10,2587.75,6210.48,Inactive,184
USER_001334,167,3,846.13,1692.24,Inactive,198
USER_001335,35,10,2082.03,4580.4,At Risk,300
USER_001336,13,8,2203.98,4408.0,Potential regulars,349
USER_001337,104,7,1610.67,3681.6,Inactive,197
USER_001338,199,2,754.58,1509.16,Inactive,17
USER_001339,38,8,1625.05,3656.34,At Risk,303
USER_001340,52,10,2770.37,5540.8,At Risk,310
USER_001341,38,8,1931.63,4346.1,At Risk,294
USER_001342,24,8,1639.82,3689.64,At Risk,289
USER_001343,46,4,1481.48,3703.7,At Risk,264
USER_001344,16,7,1932.21,4416.48,Potential regulars,313
USER_001345,20,6,1122.4,2244.84,Potential regulars,344
USER_001346,17,5,1587.63,4445.42,Potential regulars,231
USER_001347,19,9,2054.96,4109.94,Potential regulars,333
USER_001348,18,7,1087.5,2175.04,Potential regulars,340
USER_001349,212,4,1349.56,2699.12,Inactive,120
USER_001350,53,10,2711.95,6508.56,At Risk,254
USER_001351,131,4,764.97,1529.92,Inactive,204
USER_001352,51,9,2155.74,6706.84,At Risk,190
USER_001353,102,5,1644.29,3288.6,Inactive,245
USER_001354,155,5,725.69,1741.68,Inactive,141
USER_001355,57,3,706.26,2354.2,At Risk,175
USER_001356,58,7,1984.78,3969.56,At Risk,300
USER_001357,118,7,1848.06,4224.16,Inactive,217
USER_001358,115,5,1367.47,3281.88,Inactive,212
USER_001359,33,6,964.56,2250.64,At Risk,278
USER_001360,30,4,1697.11,5091.36,At Risk,199
USER_001361,21,7,2598.97,5197.92,Potential regulars,337
USER_001362,133,10,2617.11,5757.62,Inactive,198
USER_001363,59,4,700.55,1401.12,Inactive,284
USER_001364,11,7,1977.04,4518.88,Potential regulars,320
USER_001365,6,4,1143.6,2287.2,Potential regulars,332
USER_001366,6,9,1866.14,5391.1,Potential regulars,246
USER_001367,4,8,2105.89,4738.32,Potential regulars,322
USER_001368,114,5,743.3,1486.6,Inactive,218
USER_001369,15,4,881.01,5726.5,Potential regulars,96
USER_001370,165,7,2864.99,5729.92,Inactive,187
USER_001371,41,7,1285.3,2570.54,At Risk,318
USER_001372,154,4,1582.12,3955.3,Inactive,164
USER_001373,70,3,417.76,1114.0,Inactive,221
USER_001374,64,4,899.22,1798.48,Inactive,265
USER_001375,94,6,1739.94,4639.84,Inactive,175
USER_001376,26,5,1503.5,3007.0,At Risk,337
USER_001377,32,7,1452.5,3320.0,At Risk,307
USER_001378,34,7,1980.9,4527.84,At Risk,305
USER_001379,134,6,1933.14,3866.28,Inactive,206
USER_001380,6,2,301.9,603.8,Potential regulars,228
USER_001381,46,4,931.61,1863.2,Inactive,296
USER_001382,40,9,2355.3,5234.0,At Risk,292
USER_001383,220,4,675.25,1350.48,Inactive,146
USER_001384,26,6,1818.42,6061.4,At Risk,201
USER_001385,111,4,1506.75,3766.9,Inactive,209
USER_001386,22,8,1922.59,4325.76,At Risk,312
USER_001387,48,5,903.22,2528.96,At Risk,203
USER_001388,90,7,1935.76,4424.64,At Risk,236
USER_001389,34,3,1041.4,2082.78,Inactive,320
USER_001390,193,2,567.97,1135.96,Inactive,43
USER_001391,23,6,1530.44,3060.84,At Risk,332
USER_001392,162,3,688.68,1377.36,Inactive,203
USER_001393,13,5,1082.06,3029.74,Potential regulars,241
USER_001394,25,17,4542.9,9085.82,At Risk,339
USER_001395,23,5,1503.96,3007.9,At Risk,332
USER_001396,49,6,1417.31,4251.96,At Risk,195
USER_001397,97,6,1880.84,4388.58,Inactive,202
USER_001398,21,6,939.31,1878.6,Potential regulars,336
USER_001399,41,5,1207.77,2898.6,At Risk,245
USER_001400,59,8,2167.22,4334.4,At Risk,303
USER_001401,47,8,1611.64,3223.2,At Risk,313
USER_001402,156,6,1885.11,5026.88,Inactive,117
USER_001403,8,3,697.71,1395.42,Potential regulars,323
USER_001404,9,8,2020.25,4040.48,Potential regulars,353
USER_001405,30,11,3920.64,7841.24,At Risk,336
USER_001406,64,5,1359.7,3263.28,At Risk,249
USER_001407,22,2,465.22,930.44,Inactive,19
USER_001408,126,5,1177.46,3296.86,Inactive,125
USER_001409,64,10,2444.03,4888.0,At Risk,288
USER_001410,26,6,1467.56,4891.8,At Risk,191
USER_001411,63,6,1930.28,4503.94,At Risk,239
USER_001412,143,5,1396.97,2793.9,Inactive,199
USER_001413,13,6,1438.41,3835.84,Potential regulars,247
USER_001414,21,7,2252.82,5149.28,Potential regulars,298
USER_001415,48,10,2297.85,4595.8,At Risk,306
USER_001416,11,5,1113.93,6238.12,Potential regulars,121
USER_001417,68,3,573.29,1146.6,Inactive,257
USER_001418,135,7,2262.3,5171.04,Inactive,202
USER_001419,85,8,1747.17,3494.4,At Risk,272
USER_001420,48,6,1721.35,3442.68,At Risk,296
USER_001421,10,9,2466.14,4932.36,Potential regulars,337
USER_001422,8,8,2394.59,5387.76,Potential regulars,332
USER_001423,81,6,1714.4,4000.22,At Risk,224
USER_001424,246,2,219.97,439.96,Inactive,32
USER_001425,33,8,1852.47,3704.96,At Risk,320
USER_001426,26,8,1449.54,3261.42,At Risk,292
USER_001427,51,9,1446.2,3856.56,At Risk,228
USER_001428,51,4,1133.42,2266.8,Inactive,280
USER_001429,57,13,3238.6,6477.12,At Risk,309
USER_001430,106,6,1675.15,3908.66,Inactive,208
USER_001431,104,4,1182.14,2364.24,Inactive,251
USER_001432,8,10,3253.28,6506.6,Potential regulars,345
USER_001433,21,6,1427.89,2855.76,Potential regulars,338
USER_001434,24,9,2046.36,4092.66,At Risk,340
USER_001435,17,5,1384.96,2769.9,Potential regulars,319
USER_001436,25,4,981.56,2944.68,At Risk,240
USER_001437,23,4,2414.92,7244.76,At Risk,221
USER_001438,71,2,620.43,1240.84,Inactive,77
USER_001439,5,7,2270.29,5189.28,Potential regulars,328
USER_001440,140,9,1839.71,3679.38,Inactive,211
USER_001441,217,4,1567.17,3134.32,Inactive,108
USER_001442,151,5,1030.81,2061.6,Inactive,183
USER_001443,199,3,658.43,1316.88,Inactive,156
USER_001444,62,13,3085.29,6170.58,At Risk,295
USER_001445,27,7,1458.41,4166.8,At Risk,226
USER_001446,65,5,1104.08,2649.84,At Risk,265
USER_001447,31,6,1921.68,3843.36,At Risk,318
USER_001448,19,7,1782.53,4583.7,Potential regulars,255
USER_001449,37,12,2722.74,5445.36,At Risk,329
USER_001450,93,7,1394.27,2788.52,Inactive,262
USER_001451,94,6,1160.88,4256.56,Inactive,100
USER_001452,45,6,1612.66,3762.92,At Risk,286
USER_001453,83,5,881.27,2115.0,At Risk,227
USER_001454,136,4,1035.82,2589.6,Inactive,156
USER_001455,247,2,292.43,584.88,Inactive,97
USER_001456,72,4,1367.03,2734.08,Inactive,278
USER_001457,30,13,4024.34,8667.68,At Risk,306
USER_001458,100,8,2610.67,5873.94,Inactive,233
USER_001459,15,7,1720.39,3440.78,Potential regulars,351
USER_001460,3,8,1900.52,3801.12,Potential regulars,344
USER_001461,3,12,4256.38,13478.6,Potential regulars,227
USER_001462,20,6,1373.39,3662.4,Potential regulars,266
USER_001463,121,9,2416.28,5906.56,Inactive,168
USER_001464,84,4,805.12,1610.24,Inactive,264
USER_001465,25,13,3237.3,6474.52,At Risk,331
USER_001466,77,6,1395.39,3255.98,At Risk,243
USER_001467,3,13,3172.08,7320.3,Potential regulars,320
USER_001468,14,9,2100.06,4666.8,Potential regulars,321
USER_001469,31,6,1774.66,7690.28,At Risk,132
USER_001470,7,5,1367.07,3280.92,Potential regulars,310
USER_001471,92,5,1659.86,4647.58,Inactive,166
USER_001472,48,6,1433.42,2866.8,At Risk,311
USER_001473,98,7,2681.26,7660.8,Inactive,160
USER_001474,160,6,2792.27,5584.56,Inactive,186
USER_001475,27,10,3014.08,6028.2,At Risk,328
USER_001476,353,1,185.48,370.96,Inactive,1
USER_001477,6,7,2471.59,5649.28,Potential regulars,329
USER_001478,42,8,2548.49,5096.96,At Risk,304
USER_001479,149,4,492.5,1231.3,Inactive,148
USER_001480,80,6,1563.71,3127.44,At Risk,270
USER_001481,169,7,1844.17,3688.3,Inactive,182
USER_001482,15,15,4231.85,9027.84,Potential regulars,330
USER_001483,27,2,475.71,951.44,Inactive,281
USER_001484,43,10,2263.5,4979.7,At Risk,289
USER_001485,86,9,2002.33,4004.64,At Risk,268
USER_001486,12,8,3338.19,6676.32,Potential regulars,341
USER_001487,44,7,1475.53,4215.8,At Risk,222
USER_001488,22,5,1142.79,2742.72,At Risk,278
USER_001489,17,10,2770.43,6094.88,Potential regulars,308
USER_001490,57,8,1909.4,3818.72,At Risk,294
USER_001491,10,11,2327.23,4654.54,Potential regulars,354
USER_001492,234,7,1340.32,2680.58,Inactive,108
USER_001493,36,8,2139.04,4278.08,At Risk,320
USER_001494,50,7,1937.72,5536.4,At Risk,213
USER_001495,11,8,1979.87,14353.84,Loyal Regulars,89
USER_001496,27,9,2224.56,4449.06,At Risk,323
USER_001497,134,4,971.54,1943.04,Inactive,219
USER_001498,44,6,1191.54,2383.08,At Risk,312
USER_001499,31,5,1539.8,3695.52,At Risk,279
USER_001500,156,3,804.54,3218.16,Inactive,23
USER_001501,78,8,2664.2,5328.48,At Risk,288
USER_001502,105,5,1231.78,2463.6,Inactive,255
USER_001503,152,5,1578.75,5052.0,Inactive,84
USER_001504,72,8,1397.55,2795.04,At Risk,284
USER_001505,15,6,1538.49,3077.04,Potential regulars,330
USER_001506,56,7,1735.76,3471.58,At Risk,287
USER_001507,115,7,1982.85,3965.64,Inactive,227
USER_001508,33,5,787.59,3150.4,At Risk,141
USER_001509,64,4,1088.16,4896.72,At Risk,95
USER_001510,48,6,1820.86,3641.76,At Risk,298
USER_001511,43,6,1969.79,8535.8,At Risk,131
USER_001512,15,7,1869.89,4808.34,Potential regulars,267
USER_001513,16,5,2332.99,6532.4,Potential regulars,245
USER_001514,93,12,2377.52,5151.38,Inactive,256
USER_001515,15,16,3831.89,8142.66,Potential regulars,321
USER_001516,14,6,2074.89,4149.84,Potential regulars,345
USER_001517,90,5,785.56,1571.1,At Risk,273
USER_001518,2,9,3076.27,6836.2,Potential regulars,327
USER_001519,36,5,964.63,3086.88,At Risk,180
USER_001520,50,9,2101.07,4669.0,At Risk,282
USER_001521,86,8,1729.64,3891.78,At Risk,229
USER_001522,234,1,591.04,1182.08,Inactive,1
USER_001523,167,3,530.04,1060.08,Inactive,169
USER_001524,17,2,462.78,925.56,Potential regulars,200
USER_001525,4,5,1002.28,2004.6,Potential regulars,336
USER_001526,10,7,1386.05,3168.16,Potential regulars,307
USER_001527,32,7,1989.1,3978.24,At Risk,319
USER_001528,49,8,2251.38,4502.72,At Risk,307
USER_001529,152,6,1288.65,3006.92,Inactive,143
USER_001530,155,3,567.23,1512.64,Inactive,115
USER_001531,9,7,1454.99,2910.04,Potential regulars,351
USER_001532,157,2,600.66,1201.32,Inactive,12
USER_001533,258,2,481.34,962.68,Inactive,42
USER_001534,8,9,2398.46,4797.0,Potential regulars,354
USER_001535,77,6,1629.12,3258.24,At Risk,261
USER_001536,32,4,763.68,2672.88,At Risk,185
USER_001537,62,9,2357.37,4714.74,At Risk,294
USER_001538,125,2,533.93,1067.84,Inactive,123
USER_001539,44,10,4246.32,10191.12,At Risk,267
USER_001540,181,7,1544.58,3089.1,Inactive,164
USER_001541,47,6,2304.24,4608.48,At Risk,294
USER_001542,11,4,1040.43,2601.1,Potential regulars,297
USER_001543,38,5,898.68,2156.88,At Risk,293
USER_001544,49,7,1848.97,3697.96,At Risk,316
USER_001545,91,8,2046.79,4605.3,Inactive,245
USER_001546,13,9,2307.89,5128.6,Potential regulars,315
USER_001547,203,6,1153.27,2306.52,Inactive,141
USER_001548,78,7,1847.43,3694.88,At Risk,273
USER_001549,26,6,1962.22,4578.56,At Risk,309
USER_001550,28,7,2712.56,8525.22,At Risk,197
USER_001551,17,11,2483.76,5419.2,Potential regulars,332
USER_001552,8,3,535.18,1070.34,Potential regulars,342
USER_001553,29,9,3067.61,6135.3,At Risk,323
USER_001554,164,5,1047.76,2514.6,Inactive,165
USER_001555,19,5,1328.77,3189.0,Potential regulars,281
USER_001556,83,6,1293.51,3018.12,At Risk,241
USER_001557,33,5,1996.68,7188.12,At Risk,173
USER_001558,36,7,1693.53,7741.76,At Risk,125
USER_001559,125,5,1372.0,3841.6,Inactive,122
USER_001560,59,5,1541.68,3083.4,At Risk,293
USER_001561,14,15,3313.32,7952.04,Potential regulars,290
USER_001562,65,9,2173.26,4346.46,At Risk,299
USER_001563,57,4,919.3,2757.84,At Risk,171
USER_001564,35,11,2493.01,4986.08,At Risk,327
USER_001565,77,8,1467.05,2934.08,At Risk,273
USER_001566,84,7,1070.03,2140.04,At Risk,280
USER_001567,56,11,2763.03,6028.32,At Risk,278
USER_001568,66,5,1247.19,2993.28,At Risk,231
USER_001570,21,11,3438.53,6876.98,Potential regulars,330
USER_001571,142,3,583.4,1555.76,Inactive,105
USER_001572,22,6,1720.38,3440.76,At Risk,319
USER_001573,40,5,1635.01,3924.0,At Risk,264
USER_001574,1,6,1194.0,3582.0,Potential regulars,243
USER_001575,91,6,2281.23,4562.4,Inactive,260
USER_001576,362,1,242.12,484.24,Inactive,1
USER_001577,133,6,1628.24,4884.66,Inactive,118
USER_001578,84,4,1205.5,2411.04,Inactive,266
USER_001579,49,7,1638.75,4213.98,At Risk,251
USER_001580,27,10,2130.71,5113.68,At Risk,276
USER_001581,34,10,2312.34,5549.52,At Risk,278
USER_001582,19,6,1667.86,3335.76,Potential regulars,318
USER_001583,6,5,778.7,1868.88,Potential regulars,279
USER_001584,69,3,671.7,2239.0,At Risk,147
USER_001585,16,3,579.96,1546.56,Potential regulars,279
USER_001586,119,3,702.26,1404.54,Inactive,203
USER_001587,57,6,1454.93,2909.88,At Risk,299
USER_001588,108,3,364.49,1458.0,Inactive,80
USER_001589,29,5,1078.46,3019.66,At Risk,227
USER_001590,24,10,2054.07,4519.02,At Risk,303
USER_001592,45,11,3005.11,6010.18,At Risk,311
USER_001593,20,10,3084.05,6784.8,Potential regulars,315
USER_001594,59,4,938.26,2345.6,At Risk,231
USER_001595,7,9,1842.13,5321.68,Potential regulars,248
USER_001596,87,5,1590.83,3818.04,At Risk,228
USER_001597,66,8,2305.58,4611.2,At Risk,300
USER_001598,47,7,1573.18,7641.16,At Risk,103
USER_001599,121,1,241.66,483.32,Inactive,1
USER_001600,47,5,1775.41,4260.96,At Risk,273
USER_001601,19,5,1332.32,3197.52,Potential regulars,308
USER_001602,22,5,2050.44,5741.26,At Risk,243
USER_001603,16,6,2497.68,4995.36,Potential regulars,327
USER_001604,51,5,915.07,2196.12,At Risk,242
USER_001605,86,7,1687.74,3375.54,At Risk,256
USER_001606,19,3,637.14,2123.8,Potential regulars,224
USER_001607,131,2,457.48,914.96,Inactive,123
USER_001608,56,4,959.37,1918.72,Inactive,297
USER_001609,10,6,3405.03,6810.0,Potential regulars,329
USER_001610,125,5,1048.18,2515.68,Inactive,163
USER_001611,114,1,323.48,646.96,Inactive,1
USER_001612,9,13,2739.68,5479.24,Potential regulars,350
USER_001613,34,6,1453.43,2906.88,At Risk,326
USER_001614,16,7,1551.44,6648.9,Potential regulars,156
USER_001615,29,3,834.89,3896.2,At Risk,125
USER_001616,42,5,1342.23,2684.5,At Risk,316
USER_001617,100,6,1360.32,3627.52,Inactive,178
USER_001618,10,4,853.93,2134.8,Potential regulars,265
USER_001619,161,3,670.02,2233.4,Inactive,46
USER_001620,46,6,1455.78,5337.86,At Risk,154
USER_001621,43,5,1359.45,3262.68,At Risk,264
USER_001622,52,7,1799.37,5141.0,At Risk,199
USER_001623,57,10,3288.32,7891.92,At Risk,254
USER_001624,94,4,1189.6,3568.8,Inactive,168
USER_001625,64,6,1325.04,3091.76,At Risk,270
USER_001626,38,4,1104.48,2208.96,Inactive,316
USER_001627,30,10,2952.86,8268.12,At Risk,236
USER_001628,10,4,1470.44,5146.54,Potential regulars,206
USER_001629,14,7,3518.61,7037.24,Potential regulars,327
USER_001630,42,7,1549.02,3983.22,At Risk,239
USER_001631,14,13,3931.62,8468.04,Potential regulars,335
USER_001632,7,6,1772.56,4726.88,Potential regulars,274
USER_001633,134,4,830.96,2077.4,Inactive,184
USER_001634,332,2,597.65,1195.32,Inactive,10
USER_001635,93,2,183.45,366.88,Inactive,126
USER_001636,50,8,1969.72,3939.36,At Risk,304
USER_001637,27,6,1145.47,3436.38,At Risk,207
USER_001638,3,6,1916.18,3832.32,Potential regulars,359
USER_001639,15,3,1165.01,3106.72,Potential regulars,242
USER_001640,72,5,1290.3,3096.72,At Risk,238
USER_001641,25,12,3901.49,7802.88,At Risk,340
USER_001642,4,6,1387.32,3237.08,Potential regulars,299
USER_001643,4,2,461.09,922.2,Potential regulars,111
USER_001644,93,7,2051.87,4103.68,Inactive,268
USER_001645,120,4,845.69,3805.56,Inactive,41
USER_001646,31,6,1565.7,3653.3,At Risk,273
USER_001647,31,11,4655.7,9311.5,At Risk,320
USER_001648,13,8,2527.26,5686.38,Potential regulars,318
USER_001649,18,10,3207.96,7057.6,Potential regulars,310
USER_001650,123,5,1517.26,3034.5,Inactive,241
USER_001651,39,5,1233.58,2960.64,At Risk,283
USER_001652,59,5,1752.11,3504.2,At Risk,304
USER_001653,13,6,1013.58,2027.16,Potential regulars,350
USER_001654,155,7,1734.57,3469.2,Inactive,207
USER_001655,82,5,1750.55,3501.1,At Risk,250
USER_001656,68,4,1241.94,3104.9,At Risk,243
USER_001657,4,12,3238.36,7556.08,Potential regulars,303
USER_001658,92,8,3711.64,7423.2,Inactive,257
USER_001659,85,4,1350.86,3377.2,At Risk,195
USER_001660,97,9,2381.52,4762.98,Inactive,261
USER_001661,12,11,3271.96,7138.8,Potential regulars,337
USER_001662,91,4,461.92,923.84,Inactive,257
USER_001663,15,5,1148.95,2757.48,Potential regulars,293
USER_001664,39,5,1151.94,2764.68,At Risk,275
USER_001665,69,7,2745.54,5491.08,At Risk,292
USER_001666,39,3,884.48,2358.64,Inactive,245
USER_001667,189,4,678.93,1357.84,Inactive,176
USER_001668,4,6,1594.21,3719.8,Potential regulars,313
USER_001669,135,7,1373.85,2747.64,Inactive,215
USER_001670,62,9,1776.14,3947.0,At Risk,273
USER_001671,40,5,1286.6,2573.2,At Risk,317
USER_001672,16,6,1374.09,2748.24,Potential regulars,334
USER_001673,84,6,1372.26,3201.94,At Risk,232
USER_001674,4,5,956.54,2678.34,Potential regulars,243
USER_001675,36,4,811.61,3652.2,At Risk,127
USER_001676,65,6,1731.99,3464.04,At Risk,284
USER_001677,25,5,1664.41,3328.8,At Risk,313
USER_001678,62,3,631.74,1263.48,Inactive,281
USER_001679,40,7,1423.84,3661.38,At Risk,251
USER_001680,11,10,2550.52,6121.2,Potential regulars,286
USER_001681,57,7,2107.89,4215.82,At Risk,292
USER_001682,28,2,524.16,1048.32,Inactive,336
USER_001683,41,6,1245.83,5813.92,At Risk,115
USER_001684,140,6,1854.65,3709.32,Inactive,199
USER_001685,36,6,1867.1,4356.52,At Risk,296
USER_001686,169,2,393.57,787.12,Inactive,196
USER_001687,73,8,2302.91,4605.76,At Risk,284
USER_001688,38,8,1850.73,4626.8,At Risk,265
USER_001689,44,12,4586.08,9936.42,At Risk,302
USER_001690,70,9,2488.5,4977.0,At Risk,288
USER_001691,38,3,862.49,3450.0,At Risk,138
USER_001692,31,9,3964.72,7929.36,At Risk,322
USER_001693,112,4,1045.88,2614.7,Inactive,202
USER_001694,129,1,442.77,885.54,Inactive,1
USER_001695,19,6,1144.29,2670.08,Potential regulars,312
USER_001696,73,6,1199.65,2799.16,At Risk,229
USER_001697,34,9,1659.18,4055.7,At Risk,253
USER_001698,28,9,2465.3,5478.4,At Risk,311
USER_001699,93,5,1070.26,2140.5,Inactive,255
USER_001700,36,6,1171.55,2343.12,At Risk,308
USER_001701,25,2,747.48,1494.96,Inactive,285
USER_001702,10,7,2355.21,6056.28,Potential regulars,264
USER_001703,81,4,727.63,1819.1,At Risk,213
USER_001704,23,14,4493.49,10270.72,At Risk,293
USER_001705,29,7,1698.54,3882.4,At Risk,296
USER_001706,19,4,1236.87,3092.2,Potential regulars,286
USER_001707,112,9,1900.23,3800.52,Inactive,244
USER_001708,68,7,1393.55,3185.28,At Risk,254
USER_001709,111,6,1573.24,3670.94,Inactive,222
USER_001710,72,15,3317.8,6635.7,At Risk,291
USER_001711,24,6,2212.23,5161.8,At Risk,270
USER_001712,113,2,392.87,785.76,Inactive,250
USER_001713,14,14,3650.68,7822.8,Potential regulars,316
USER_001714,4,5,1249.45,3498.46,Potential regulars,260
USER_001715,24,6,1258.94,2937.48,At Risk,285
USER_001716,5,8,3147.94,6295.84,Potential regulars,360
USER_001717,90,7,2453.59,6309.18,At Risk,192
USER_001718,49,7,2285.8,4571.56,At Risk,294
USER_001719,40,4,1646.33,3292.64,Inactive,311
USER_001720,130,5,2077.58,4986.24,Inactive,201
USER_001721,56,8,1916.86,5271.42,At Risk,203
USER_001722,35,7,2263.35,6466.8,At Risk,213
USER_001723,104,7,1765.52,4035.52,Inactive,223
USER_001724,128,5,1486.96,5947.8,Inactive,64
USER_001725,21,12,2529.89,5059.68,Potential regulars,343
USER_001726,66,5,1959.53,4702.92,At Risk,216
USER_001727,56,5,1664.93,3329.9,At Risk,282
USER_001728,69,8,1403.86,3158.64,At Risk,248
USER_001729,196,2,419.58,839.16,Inactive,157
USER_001730,59,5,735.57,1471.1,At Risk,301
USER_001731,43,7,1728.59,4444.92,At Risk,257
USER_001732,69,7,1542.06,3084.06,At Risk,290
USER_001733,69,8,2896.16,5792.32,At Risk,287
USER_001734,29,8,2396.47,4792.96,At Risk,327
USER_001735,297,3,632.95,1265.88,Inactive,25
USER_001736,19,8,1421.42,2842.88,Potential regulars,334
USER_001737,106,7,1452.3,2904.58,Inactive,243
USER_001738,78,7,1697.0,3394.02,At Risk,282
USER_001739,3,4,1749.58,7873.02,Potential regulars,161
USER_001740,23,4,1349.84,4049.52,At Risk,206
USER_001741,132,8,1966.45,4424.58,Inactive,176
USER_001742,47,3,1041.07,2082.12,Inactive,272
USER_001743,49,5,937.97,2251.08,At Risk,247
USER_001744,26,7,2423.33,4846.66,At Risk,326
USER_001745,25,3,711.83,2372.8,At Risk,200
USER_001746,80,6,3988.28,10635.36,At Risk,180
USER_001747,8,5,1181.61,2363.2,Potential regulars,336
USER_001748,72,5,1240.7,2977.68,At Risk,223
USER_001749,87,8,2942.49,5884.96,At Risk,271
USER_001750,48,10,2388.67,4777.4,At Risk,317
USER_001751,5,3,772.59,4120.48,Potential regulars,129
USER_001752,29,8,1710.55,3421.12,At Risk,334
USER_001753,10,8,2302.16,5755.4,Potential regulars,297
USER_001754,34,9,1955.92,3911.76,At Risk,315
USER_001755,27,9,2323.69,5680.18,At Risk,283
USER_001756,28,5,1589.1,4449.48,At Risk,252
USER_001757,15,8,1734.09,4335.2,Potential regulars,286
USER_001758,33,13,2938.96,5877.82,At Risk,333
USER_001759,31,7,1712.89,3915.2,At Risk,282
USER_001760,38,9,1868.43,3736.8,At Risk,322
USER_001761,53,3,877.58,6435.66,At Risk,45
USER_001762,62,9,1792.45,3983.2,At Risk,278
USER_001763,87,4,1855.25,7420.96,At Risk,95
USER_001764,9,6,867.3,1734.6,Potential regulars,351
USER_001765,44,5,2379.91,5711.76,At Risk,242
USER_001766,20,4,1085.99,2715.0,Potential regulars,299
USER_001767,56,5,1093.25,2186.5,At Risk,299
USER_001768,35,7,1593.42,3642.08,At Risk,298
USER_001769,82,7,1952.7,3905.44,At Risk,275
USER_001770,10,10,2952.8,6496.16,Potential regulars,318
USER_001771,91,8,1829.46,3658.88,Inactive,253
USER_001772,83,5,1322.03,3172.92,At Risk,245
USER_001773,84,9,1695.56,3391.2,At Risk,278
USER_001774,33,7,1666.67,3333.4,At Risk,330
USER_001775,77,3,851.4,1702.8,Inactive,242
USER_001776,100,5,1697.87,3395.7,Inactive,252
USER_001777,15,5,1206.63,3378.62,Potential regulars,229
USER_001778,59,2,711.87,1423.76,Inactive,9
USER_001779,141,5,1051.53,2523.72,Inactive,158
USER_001780,65,7,2008.12,5163.66,At Risk,235
USER_001781,107,4,2085.45,4170.88,Inactive,245
USER_001782,225,5,1566.13,3132.3,Inactive,115
USER_001783,21,5,850.5,2041.2,Potential regulars,281
USER_001784,53,8,2356.16,4712.32,At Risk,309
USER_001785,11,5,1531.95,3676.68,Potential regulars,307
USER_001786,22,4,973.0,2432.5,At Risk,279
USER_001787,46,4,1033.21,3099.6,At Risk,207
USER_001788,21,9,3477.53,8500.58,Potential regulars,286
USER_001789,6,4,729.2,1458.4,Potential regulars,358
USER_001790,13,10,2948.98,5898.0,Potential regulars,337
USER_001791,52,5,1426.72,3424.08,At Risk,267
USER_001792,15,7,2526.16,5774.08,Potential regulars,310
USER_001793,13,11,2387.08,5208.24,Potential regulars,324
USER_001794,61,6,2640.48,5280.96,At Risk,292
USER_001795,32,11,3122.23,6812.16,At Risk,310
USER_001796,91,5,1149.54,2299.1,Inactive,270
USER_001797,31,7,2050.22,4100.46,At Risk,310
USER_001798,80,6,1973.42,5920.2,At Risk,158
USER_001799,181,3,441.58,1471.9,Inactive,51
USER_001800,41,7,2169.03,5577.48,At Risk,250
USER_001801,35,9,2116.28,4702.8,At Risk,287
USER_001802,125,3,468.02,936.06,Inactive,235
USER_001803,299,2,237.18,474.36,Inactive,13
USER_001804,9,6,1736.18,3472.32,Potential regulars,355
USER_001805,91,8,1445.9,4699.24,Inactive,136
USER_001806,7,9,2673.28,7722.78,Potential regulars,255
USER_001807,56,4,956.68,5740.08,At Risk,67
USER_001808,10,11,3648.72,7297.4,Potential regulars,352
USER_001809,22,12,2790.0,5580.0,At Risk,343
